plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
HXD7979,NY,PAS,8783419706,1/23/20,08:25A,REG. STICKER-EXPIRED/MISSING,,65,10,0,0,75,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGhQVkdOM1RtYzlQUT09&locationName=_____________________)
ZKA6665,PA,PAS,8783419743,1/23/20,10:31A,NO STANDING-EXC. AUTH. VEHICLE,,95,0,0,0,95,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGhQVkdNd1RYYzlQUT09&locationName=_____________________)
JNF3782,NY,PAS,8783419846,1/24/20,07:35A,NO STANDING-DAY/TIME LIMITS,,115,10,0,0,125,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGhQVkdjd1RtYzlQUT09&locationName=_____________________)
GYX3258,NY,PAS,8783421464,2/8/20,10:38A,NO STANDING-EXC. AUTH. VEHICLE,,95,0,0,0,95,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOVkZFeVRrRTlQUT09&locationName=_____________________)
85908MD,NY,COM,8620366889,4/11/18,09:52A,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,33,82,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVUVEpPYW1jMFQxRTlQUT09&locationName=_____________________)
FRH9397,NY,PAS,8566934349,11/9/17,01:34P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM3BPUkUwd1QxRTlQUT09&locationName=_____________________)
HSW5400,NY,PAS,8566934404,11/9/17,01:42P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,103,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM3BPUkZGM1RrRTlQUT09&locationName=_____________________)
GUH9541,NY,PAS,8554985000,9/14/17,08:38A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPVkVGM1RVRTlQUT09&locationName=_____________________)
2WJ097,OK,PAS,8485431418,7/12/17,07:33A,NO STANDING-BUS STOP,,115,0,0,115,0,0,18,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOVkZGNFQwRTlQUT09&locationName=_____________________)
2638141,IN,PAS,8485431261,7/11/17,08:32A,NO STANDING-BUS STOP,,115,0,0,0,115,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOVkVreVRWRTlQUT09&locationName=_____________________)
1CM8868,AL,PAS,8554984640,9/12/17,04:13P,EXPIRED MUNI METER,,35,10,0,0,45,0,109,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPUkZrd1RVRTlQUT09&locationName=_____________________)
FZN6984,NY,PAS,8554985280,9/14/17,03:42P,NO PARKING-DAY/TIME LIMITS,,60,10,0,0,70,0,109,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPVkVrMFRVRTlQUT09&locationName=_____________________)
T508379C,NY,OMT,8554985450,9/15/17,08:45A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPVkZFeFRVRTlQUT09&locationName=_____________________)
FHP8337,NY,PAS,4679473710,2/20/20,05:51P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wOVVVVE5OZW1ONFRVRTlQUT09&locationName=_____________________)
F39LRF,NJ,PAS,4666354839,9/16/19,11:19A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUVEZPUkdkNlQxRTlQUT09&locationName=_____________________)
HFS7653,NY,PAS,4666357981,9/18/19,08:35A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUVEZPZW1zMFRWRTlQUT09&locationName=_____________________)
12415MH,NY,COM,8747512222,9/10/19,08:50A,BIKE LANE,,115,0,0,15,100,0,23,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZWWGhOYWtsNVRXYzlQUT09&locationName=_____________________)
GBC4281,NY,PAS,8783421671,2/8/20,12:19P,FIRE HYDRANT,,115,0,0,0,115,0,71,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOVkZrelRWRTlQUT09&locationName=_____________________)
HDL1034,NY,PAS,8228536770,1/19/17,11:17A,NO PARKING-STREET CLEANING,5/11/17,45,60,5.46,0.18,110.28,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVVOUVWWHBPYW1NelRVRTlQUT09&locationName=_____________________)
GRJ8346,NY,PAS,8640916470,5/3/18,11:54A,NO PARKING-STREET CLEANING,8/23/18,45,60,5.99,0.18,110.81,0,70,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMUVhM2hPYWxFelRVRTlQUT09&locationName=_____________________)
GCA8480,NY,PAS,8563274119,9/5/17,11:16A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTVE5PUkVWNFQxRTlQUT09&locationName=_____________________)
HTS3329,NY,PAS,8563274399,9/6/17,11:50A,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,112,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTVE5PUkUwMVQxRTlQUT09&locationName=_____________________)
GXP6356,NY,PAS,8615876320,6/23/18,03:51P,FAIL TO DSPLY MUNI METER RECPT,,65,0,0,0,65,0,6,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVaek5PYWsxNVRVRTlQUT09&locationName=_____________________)
HPM6956,NY,PAS,8554985576,9/15/17,10:17A,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPVkZVelRtYzlQUT09&locationName=_____________________)
80903MA,NY,COM,8485431819,7/14/17,07:22A,FAIL TO DISP. MUNI METER RECPT,,65,0,0,25,40,0,18,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOVkdkNFQxRTlQUT09&locationName=_____________________)
69015MC,NY,COM,8485431996,7/14/17,12:00P,NO STANDING-DAY/TIME LIMITS,,115,0,0,23,92,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOVkdzMVRtYzlQUT09&locationName=_____________________)
GBD9287,NY,PAS,7533953666,1/24/13,02:52P,EXPIRED MUNI METER,5/16/13,35,60,36.8,0,131.8,0,84,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wVmVrMTZhekZOZWxreVRtYzlQUT09&locationName=_____________________)
GYV1676,NY,PAS,8027030500,6/1/16,01:17P,INSP. STICKER-EXPIRED/MISSING,9/15/16,65,60,16.43,0,141.43,0,113,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWHBOUkZWM1RVRTlQUT09&locationName=_____________________)
GBC4281,NY,PAS,8783421683,2/8/20,12:20P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,71,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOVkZrMFRYYzlQUT09&locationName=_____________________)
GFZ9718,NY,PAS,4670779217,11/6/19,07:25A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZek5QVkVsNFRuYzlQUT09&locationName=_____________________)
T687682C,NY,OMT,4666364304,9/16/19,02:45P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUVEpPUkUxM1RrRTlQUT09&locationName=_____________________)
JDA5064,NY,PAS,4665186182,9/5/19,09:16P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFJPYWtVMFRXYzlQUT09&locationName=_____________________)
33836MJ,NY,COM,8485432204,7/15/17,09:03A,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,33,82,0,18,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOYWtsM1RrRTlQUT09&locationName=_____________________)
35210MB,NY,COM,8747512519,9/10/19,12:04P,NO PARKING-STREET CLEANING,,45,0,0,20,25,0,25,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZWWGhOYWxWNFQxRTlQUT09&locationName=_____________________)
V53HZB,NJ,PAS,8747514565,9/14/19,08:14A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,32,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZWWGhPUkZVeVRsRTlQUT09&locationName=_____________________)
B61GRT,NJ,PAS,8625826581,10/12/18,02:08P,NO STANDING-DAY/TIME LIMITS,,115,10,0,0,125,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVNVVaM2xPYWxVMFRWRTlQUT09&locationName=_____________________)
FXB9478,NY,PAS,8566934532,11/9/17,04:23P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,105,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM3BPUkZWNlRXYzlQUT09&locationName=_____________________)
HTL8543,NY,PAS,8563274454,9/7/17,08:43A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTVE5PUkZFeFRrRTlQUT09&locationName=_____________________)
T511156C,NY,OMT,8566934570,11/9/17,05:39P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,105,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM3BPUkZVelRVRTlQUT09&locationName=_____________________)
HRA2860,NY,PAS,8554985886,9/16/17,08:41A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPVkdjMFRtYzlQUT09&locationName=_____________________)
JEG3598,NY,PAS,4663854280,8/23/19,12:53P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZPUkVrMFRVRTlQUT09&locationName=_____________________)
4G44B,NY,OMT,8554986180,9/19/17,08:37A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYWtVMFRVRTlQUT09&locationName=_____________________)
EWS4817,NY,PAS,8783421749,2/8/20,12:54P,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOVkdNd1QxRTlQUT09&locationName=_____________________)
HJP5442,NY,PAS,8783422183,2/11/20,07:10A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOYWtVMFRYYzlQUT09&locationName=_____________________)
GDP7119,NY,PAS,8783422894,2/14/20,07:02A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOYW1jMVRrRTlQUT09&locationName=_____________________)
JCC2353,NY,PAS,8783423620,2/15/20,10:06A,FIRE HYDRANT,,115,0,0,0,115,0,70,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOZWxsNVRVRTlQUT09&locationName=_____________________)
JNZ1912,NY,PAS,8783423849,2/17/20,06:14A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,67,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOZW1jd1QxRTlQUT09&locationName=_____________________)
KGV8022,PA,PAS,8783423874,2/17/20,06:19A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxOZW1jelRrRTlQUT09&locationName=_____________________)
Q661146,IL,PAS,8783425081,2/20/20,08:08A,NO STANDING-EXC. AUTH. VEHICLE,,95,0,0,0,95,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxPVkVFMFRWRTlQUT09&locationName=_____________________)
HJJ9454,NY,PAS,4670781315,11/6/19,07:57A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZelJOVkUxNFRsRTlQUT09&locationName=_____________________)
DKT5239,NY,PAS,8625826611,10/14/18,12:01P,FIRE HYDRANT,,115,0,0,0,115,0,28,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVNVVaM2xPYWxsNFRWRTlQUT09&locationName=_____________________)
FZF5707,NY,PAS,8554985953,9/16/17,09:11A,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPVkdzeFRYYzlQUT09&locationName=_____________________)
T721337C,NY,OMT,8554986258,9/19/17,09:08A,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYWtreFQwRTlQUT09&locationName=_____________________)
GYJ8052,NY,PAS,8554986386,9/19/17,11:10A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYWswMFRtYzlQUT09&locationName=_____________________)
GED4333,NY,PAS,4679474026,2/20/20,06:22P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wOVVVVE5PUkVGNVRtYzlQUT09&locationName=_____________________)
GVJ4132,NY,PAS,4663907544,8/23/19,05:46P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2RPZWxVd1RrRTlQUT09&locationName=_____________________)
HBB3484,NY,PAS,4663907635,8/23/19,05:46P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2RPZWxsNlRsRTlQUT09&locationName=_____________________)
30083MM,NY,COM,8747618279,9/4/19,07:25A,FAIL TO DISP. MUNI METER RECPT,,65,0,0,25,40,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZXWGhQUkVrelQxRTlQUT09&locationName=_____________________)
T510133C,NY,OMT,8747618590,9/4/19,10:21A,DOUBLE PARKING,,115,0,0,115,0,0,14,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZXWGhQUkZVMVRVRTlQUT09&locationName=_____________________)
45704MD,NY,COM,8747619648,9/9/19,10:32A,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,15,100,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZXWGhQVkZrd1QwRTlQUT09&locationName=_____________________)
XDZR30,NJ,PAS,8620366944,4/11/18,10:51A,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,33,82,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVUVEpPYW1zd1RrRTlQUT09&locationName=_____________________)
HLD3278,NY,PAS,8554986520,9/21/17,08:19A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYWxWNVRVRTlQUT09&locationName=_____________________)
P942760,IL,PAS,8485433154,7/22/17,06:26A,DOUBLE PARKING,,115,0,0,0,115,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOZWtVeFRrRTlQUT09&locationName=_____________________)
GHZ1935,NY,PAS,8485433180,7/22/17,07:06A,NO STANDING-COMM METER ZONE,,115,0,0,0,115,0,14,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOZWtVMFRVRTlQUT09&locationName=_____________________)
JHK1148,NY,PAS,4665186390,9/5/19,09:17P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFJPYWswMVRVRTlQUT09&locationName=_____________________)
1M57B,NY,OMT,4666365369,9/16/19,03:36P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUVEpPVkUweVQxRTlQUT09&locationName=_____________________)
GXU4860,NY,PAS,8554986593,9/21/17,09:34A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,115,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYWxVMVRYYzlQUT09&locationName=_____________________)
T603218C,NY,OMT,8554986532,9/21/17,08:46A,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYWxWNlRXYzlQUT09&locationName=_____________________)
GSA4613,NY,PAS,8606497496,5/18/18,06:32A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,43,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZPZWxFMVRtYzlQUT09&locationName=_____________________)
EJU4323,NY,PAS,8783425160,2/20/20,09:05A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxPVkVVeVRVRTlQUT09&locationName=_____________________)
DYB5067,NY,PAS,8783426036,2/22/20,02:14P,NO PARKING-DAY/TIME LIMITS,,60,0,0,0,60,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxPYWtGNlRtYzlQUT09&locationName=_____________________)
S13LET,NJ,PAS,8783426073,2/22/20,02:38P,NO STANDING-BUS STOP,,115,0,0,0,115,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxPYWtFelRYYzlQUT09&locationName=_____________________)
8142279,NY,DLR,8783427521,3/2/20,09:20A,FIRE HYDRANT,,115,0,0,0,115,0,67,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVWGxPZWxWNVRWRTlQUT09&locationName=_____________________)
JCF7457,NY,PAS,8783451456,9/29/19,12:42P,NO PARKING-DAY/TIME LIMITS,1/16/20,60,60,1.59,0,121.59,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVVEZOVkZFeFRtYzlQUT09&locationName=_____________________)
38197KA,NY,COM,8783464750,12/12/19,10:49A,CROSSWALK,,115,30,0,0,145,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVVEpPUkdNeFRVRTlQUT09&locationName=_____________________)
HZG6178,NY,PAS,8783471741,2/26/20,03:01P,EXPIRED MUNI METER,,35,0,0,0,35,0,109,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZVVE5OVkdNd1RWRTlQUT09&locationName=_____________________)
78TG61,NY,MOT,8623982411,6/22/18,09:48A,FAIL TO DSPLY MUNI METER RECPT,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMTZhelJOYWxGNFRWRTlQUT09&locationName=_____________________)
51900MG,NY,COM,8485433658,7/26/17,06:44A,NO STANDING-DAY/TIME LIMITS,,115,0,0,23,92,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOZWxreFQwRTlQUT09&locationName=_____________________)
79506MJ,NY,COM,8554986635,9/21/17,10:30A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYWxsNlRsRTlQUT09&locationName=_____________________)
14470MJ,NY,COM,8554986994,9/22/17,10:14A,NO STANDING-BUS STOP,,115,0,0,10,105,0,109,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhelJPYW1zMVRrRTlQUT09&locationName=_____________________)
DHX6397,NY,PAS,4670781420,11/6/19,07:59A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZelJOVkZGNVRVRTlQUT09&locationName=_____________________)
35062KA,NY,COM,8485433816,7/26/17,09:13A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,14,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWHBOZW1kNFRtYzlQUT09&locationName=_____________________)
JSP4803,PA,PAS,4679479980,2/18/20,10:50A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wOVVVVE5QVkdzMFRVRTlQUT09&locationName=_____________________)
HYN4747,NY,PAS,4666365576,9/16/19,03:42P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,50,0,0,0,BK,DEPARTMENT OF TRANSPORTATION,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUVEpPVkZVelRtYzlQUT09&locationName=_____________________)
KWC9814,PA,PAS,4660496338,7/26/19,07:09P,PHTO SCHOOL ZN SPEED VIOLATION,10/17/19,50,25,0.36,0.06,75.3,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMUVVVFZPYWsxNlQwRTlQUT09&locationName=_____________________)
JFW9206,NY,PAS,4665186571,9/5/19,09:18P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFJPYWxVelRWRTlQUT09&locationName=_____________________)
